,count,mean,std,min,25%,50%,75%,max
pfp34,636.0,49.040880503144656,28.765545255898815,0.0,24.0,48.0,74.0,99.0
pfp35,636.0,49.014150943396224,28.58431023413775,0.0,25.0,48.0,73.0,99.0
pfp36,636.0,49.606918238993714,28.557490834652427,0.0,25.0,50.0,75.0,99.0
pfp37,636.0,48.893081761006286,29.210793215035643,0.0,22.0,49.0,75.0,99.0
pfp38,636.0,49.9622641509434,29.314291866280055,0.0,24.0,50.0,76.0,99.0
pfp39,636.0,49.509433962264154,29.765248018458653,0.0,25.0,50.5,74.0,99.0
pfp40,636.0,48.533018867924525,28.750085425515636,0.0,23.0,48.0,74.0,99.0
pfp41,636.0,50.083333333333336,28.59526372691024,0.0,26.0,51.0,75.0,99.0
pfp42,636.0,50.636792452830186,29.169315639765863,0.0,24.75,52.0,76.0,99.0
pfp43,636.0,51.09748427672956,27.69058386177604,0.0,27.0,51.0,74.0,99.0
pfp44,636.0,49.42138364779874,29.114627359309964,0.0,24.0,50.0,75.0,99.0
pfp45,636.0,49.20754716981132,29.376314948584028,0.0,23.0,50.0,76.0,99.0
pfp46,636.0,48.338050314465406,27.94787947620288,0.0,25.0,49.0,72.0,99.0
pfp47,636.0,50.855345911949684,29.162825323089642,0.0,25.0,50.0,76.0,99.0
pfp48,636.0,50.49528301886792,28.79126578650313,0.0,26.0,51.0,74.0,99.0
pfp49,636.0,47.80345911949686,29.430779121001745,0.0,21.75,49.0,73.0,99.0
pfp50,636.0,49.624213836477985,28.013865720555597,0.0,26.0,49.5,73.0,99.0
pfp51,636.0,50.45754716981132,29.014410043883743,0.0,26.0,51.0,74.25,99.0
pfp52,636.0,48.77987421383648,30.045980049742216,0.0,21.0,47.5,75.0,99.0
pfp53,636.0,50.09591194968554,28.32319517350275,0.0,26.0,51.0,75.0,99.0
pfp54,636.0,49.36635220125786,28.85417149216697,0.0,24.0,48.0,75.0,99.0
pfp55,636.0,50.67138364779874,29.417342337615885,0.0,24.0,51.5,76.25,99.0
pfp56,636.0,49.30503144654088,29.614393816206533,0.0,24.0,49.0,76.0,99.0
pfp57,636.0,48.007861635220124,28.61988078054547,0.0,22.0,48.0,73.0,99.0
pfp58,636.0,50.026729559748425,28.35646395771191,0.0,27.0,50.0,74.0,99.0
pfp59,636.0,48.85377358490566,28.695671734406446,0.0,24.75,49.0,73.0,99.0
pfp60,636.0,49.564465408805034,28.293021229005276,0.0,25.0,50.0,73.25,99.0
pfp61,636.0,49.22641509433962,29.077290330341725,0.0,23.0,51.0,74.0,99.0
pfp62,636.0,47.075471698113205,28.59801153151523,0.0,22.0,45.0,71.0,99.0
pfp63,636.0,48.0503144654088,27.998773593420147,0.0,24.0,47.0,71.0,99.0
pfp64,636.0,47.14150943396226,29.065152556817793,0.0,23.0,46.0,74.0,99.0
pfp65,636.0,48.954402515723274,28.43740681868838,0.0,25.0,46.0,73.25,99.0
pfp66,636.0,51.2248427672956,28.82187619186741,0.0,28.0,52.0,76.0,99.0
pfp67,636.0,50.022012578616355,29.59984283380012,0.0,24.0,50.0,76.0,99.0
pfp68,636.0,50.5314465408805,29.278041839699874,0.0,23.75,53.0,76.25,99.0
pfp69,636.0,50.16981132075472,28.832277963469508,0.0,26.0,52.0,74.25,99.0
pfp70,636.0,50.09905660377358,28.49673995538753,0.0,25.0,51.5,74.0,99.0
pfp71,636.0,49.276729559748425,28.82516659600386,0.0,25.0,49.0,74.0,99.0
pfp72,636.0,49.064465408805034,28.79327231455126,0.0,24.0,48.5,75.0,99.0
pfp73,636.0,48.363207547169814,29.050135838152702,0.0,22.0,48.0,75.0,99.0
pfp74,636.0,50.28616352201258,29.087105627102105,0.0,24.0,51.0,77.0,99.0
pfp75,636.0,48.94025157232704,28.342609462039906,0.0,24.0,48.0,73.25,99.0
pfp76,636.0,50.38993710691824,28.45112664272072,0.0,27.0,50.0,75.25,99.0
pfp77,636.0,48.2625786163522,28.094809938247504,0.0,24.0,47.5,71.0,99.0
pfp78,636.0,50.319182389937104,28.81644887810839,0.0,26.0,51.0,76.0,99.0
pfp79,636.0,47.795597484276726,28.758824121290157,0.0,23.0,47.0,72.0,99.0
pfp80,636.0,51.24842767295598,29.59572081293646,0.0,27.75,51.5,77.25,99.0
pfp81,636.0,49.704402515723274,28.42413379792136,0.0,25.0,51.0,74.0,99.0
pfp82,636.0,50.66981132075472,29.328351830041633,0.0,25.0,51.0,77.0,99.0
pfp83,636.0,50.606918238993714,29.1250285947546,0.0,25.0,52.0,75.0,99.0
pfp84,636.0,49.2122641509434,28.94040426393584,0.0,25.0,51.0,75.0,99.0
pfp85,636.0,48.819182389937104,28.341400283668456,0.0,24.0,50.0,74.0,99.0
pfp86,636.0,50.382075471698116,29.053742102762296,0.0,25.0,52.0,76.0,99.0
pfp87,636.0,49.149371069182386,29.16968574621532,0.0,26.0,48.0,75.0,99.0
pfp88,636.0,48.5251572327044,28.81290714394289,0.0,24.0,49.0,73.0,99.0
pfp89,636.0,51.312893081761004,29.100876255896342,0.0,26.75,53.5,78.0,99.0
pfp90,636.0,50.5503144654088,29.441718484194002,0.0,25.0,50.0,77.0,99.0
pfp91,636.0,49.54716981132076,29.262956210038766,0.0,25.0,49.0,75.0,99.0
pfp92,636.0,49.94654088050314,28.658240968650254,0.0,26.0,48.0,75.0,99.0
pfp93,636.0,49.894654088050316,28.401783847267907,0.0,26.0,49.5,74.0,99.0
pfp94,636.0,47.984276729559745,29.668824083003056,0.0,21.0,47.0,74.25,99.0
pfp95,636.0,48.66981132075472,28.80722406054739,0.0,24.0,48.5,73.0,99.0
pfp96,636.0,50.221698113207545,28.719488857942384,0.0,25.0,52.0,76.0,99.0
pfp97,636.0,48.67610062893082,29.07874935654969,0.0,24.0,48.0,74.0,99.0
pfp98,636.0,47.86477987421384,28.942799168895117,0.0,23.75,48.0,72.0,99.0
pfp99,636.0,51.7185534591195,28.63367933456916,0.0,28.0,53.0,76.0,99.0
pfp100,636.0,48.723270440251575,29.064719950875322,0.0,25.0,48.0,74.0,99.0
pfp101,636.0,49.22012578616352,28.07159526027322,0.0,25.0,48.0,73.0,99.0
pfp102,636.0,50.894654088050316,29.33069505081019,0.0,25.0,52.0,78.0,99.0
pfp103,636.0,48.2185534591195,27.560173852610472,0.0,25.0,46.0,71.0,99.0
pfp104,636.0,47.977987421383645,28.082210352914768,0.0,23.0,48.0,72.0,99.0
pfp105,636.0,50.687106918238996,28.530871090105258,0.0,25.0,51.0,76.0,99.0
pfp106,636.0,49.272012578616355,28.77805216370367,0.0,23.0,49.0,74.0,99.0
pfp107,636.0,49.4685534591195,28.470024879588387,0.0,25.0,47.0,74.0,99.0
pfp108,636.0,51.02358490566038,28.223591132588908,0.0,28.0,52.0,75.0,99.0
pfp109,636.0,48.679245283018865,29.15147964364343,0.0,22.0,48.0,73.0,99.0
pfp110,636.0,48.60377358490566,29.33644507024802,0.0,22.0,49.0,74.0,99.0
pfp111,636.0,49.380503144654085,27.947980875584506,0.0,27.0,47.0,73.0,99.0
pfp112,636.0,50.41352201257862,30.207842849550456,0.0,22.0,52.0,77.25,99.0
pfp113,636.0,48.25,28.59720954395354,0.0,24.0,48.0,72.0,99.0
pfp114,636.0,51.490566037735846,28.948962512415513,0.0,26.75,53.0,77.0,99.0
pfp115,636.0,48.937106918238996,28.942013280337967,0.0,23.0,49.0,74.0,99.0
pfp116,636.0,50.9874213836478,28.74749970287917,0.0,27.0,54.0,75.0,99.0
pfp117,636.0,49.564465408805034,28.13707607881358,0.0,25.0,50.5,73.25,99.0
pfp118,636.0,48.9874213836478,28.869565463185964,0.0,24.0,48.0,74.0,99.0
pfp119,636.0,48.29874213836478,29.202071951991833,0.0,23.0,48.5,73.0,99.0
pfp120,636.0,49.422955974842765,29.712883942716406,0.0,23.0,49.0,76.0,99.0
pfp121,636.0,51.18396226415094,28.89719699822942,0.0,28.0,52.0,77.0,99.0
pfp122,636.0,50.394654088050316,29.36262399567948,0.0,26.0,50.0,77.0,99.0
pfp123,636.0,48.693396226415096,28.951961631394674,0.0,23.0,47.0,74.0,99.0
pfp124,636.0,49.63522012578616,29.40334147461353,0.0,23.0,51.0,75.0,99.0
pfp125,636.0,50.221698113207545,28.982692108157927,0.0,25.0,50.0,76.0,99.0
pfp126,636.0,50.320754716981135,29.48344166380328,0.0,23.0,51.0,76.0,99.0
pfp127,636.0,49.0251572327044,29.06050157763529,0.0,24.0,50.0,74.25,99.0
pfp128,636.0,51.138364779874216,28.09253057054984,0.0,28.0,51.0,74.0,99.0
pfp129,636.0,49.704402515723274,29.174425961681433,0.0,24.0,50.0,75.25,99.0
pfp130,636.0,50.778301886792455,28.780180750665977,0.0,25.0,53.0,76.25,99.0
pfp131,636.0,48.314465408805034,29.165698408417555,0.0,21.75,47.0,76.0,99.0
pfp132,636.0,50.375786163522015,28.02875877163688,0.0,25.0,50.0,76.0,99.0
pfp133,636.0,48.89150943396226,27.815520341910727,0.0,25.0,49.0,72.0,99.0
pfp134,636.0,47.19025157232704,28.473996413352925,0.0,23.0,46.0,71.25,99.0
pfp135,636.0,50.869496855345915,29.219240997514913,0.0,24.0,53.0,77.0,99.0
pfp136,636.0,48.73270440251572,28.73414824201988,0.0,23.75,49.0,73.0,99.0
pfp137,636.0,48.729559748427675,28.73154277170117,0.0,24.0,47.0,74.0,99.0
pfp138,636.0,50.66352201257862,29.329354130591163,0.0,24.0,52.0,76.0,99.0
pfp139,636.0,47.985849056603776,29.234077640630975,0.0,23.0,46.0,74.0,99.0
pfp140,636.0,48.350628930817614,29.396416562064793,0.0,22.0,45.0,75.0,99.0
pfp141,636.0,49.062893081761004,28.92704601211426,0.0,24.0,47.0,73.25,99.0
pfp142,636.0,48.08018867924528,29.175086728810857,0.0,22.0,45.0,74.0,99.0
pfp143,636.0,51.2374213836478,28.911680591070954,0.0,25.0,52.5,75.25,99.0
pfp144,636.0,47.13993710691824,27.821550181185575,0.0,24.0,45.0,69.25,99.0
pfp145,636.0,47.26100628930818,29.541234306306805,0.0,20.75,45.0,74.0,99.0
pfp146,636.0,48.2814465408805,28.526286291029322,0.0,23.75,46.0,73.25,99.0
pfp147,636.0,48.40723270440252,29.338038696114978,0.0,23.0,48.0,75.0,99.0
pfp148,636.0,51.435534591194966,29.062798065005808,0.0,27.0,53.0,77.0,99.0
pfp149,636.0,51.539308176100626,28.093825288898373,0.0,28.0,54.0,74.0,99.0
pfp150,636.0,49.435534591194966,29.559824749841145,0.0,23.75,50.0,76.0,99.0
pfp151,636.0,47.76100628930818,29.516515407826056,0.0,21.0,47.5,73.0,99.0
pfp152,636.0,49.869496855345915,29.128122305390463,0.0,23.75,50.0,73.0,99.0
pfp153,636.0,49.97641509433962,28.779056422084714,0.0,25.0,49.0,76.0,99.0
pfp154,636.0,50.179245283018865,28.62759986577943,0.0,27.0,51.0,74.25,99.0
pfp155,636.0,49.284591194968556,27.8867080632381,0.0,25.0,50.0,72.0,99.0
pfp156,636.0,49.62106918238994,29.08081808662425,0.0,25.0,50.0,75.0,99.0
pfp157,636.0,49.014150943396224,28.15997250360788,0.0,25.0,48.0,74.0,99.0
pfp158,636.0,49.7688679245283,28.274331688249934,0.0,25.0,52.0,73.0,99.0
pfp159,636.0,49.734276729559745,28.69047669832001,0.0,25.75,50.0,74.0,99.0
pfp160,636.0,48.7437106918239,29.689819693847532,0.0,22.0,49.0,74.25,99.0
pfp161,636.0,48.92610062893082,28.681293163434347,0.0,24.0,48.0,75.0,99.0
pfp162,636.0,49.740566037735846,27.98397160457591,0.0,26.0,51.0,73.0,99.0
pfp163,636.0,49.33490566037736,29.216424705797102,0.0,23.0,50.0,74.0,99.0
pfp164,636.0,47.7814465408805,28.510548429703906,0.0,23.0,46.0,74.0,99.0
pfp165,636.0,49.026729559748425,30.686490541088627,0.0,23.0,48.0,78.0,99.0
pfp166,636.0,50.45125786163522,28.789200977162974,0.0,26.75,51.5,76.0,99.0
pfp167,636.0,49.410377358490564,29.320222026783767,0.0,24.0,50.0,75.25,99.0
pfp168,636.0,51.081761006289305,29.8092029447461,0.0,25.0,52.0,79.0,99.0
pfp169,636.0,48.26100628930818,28.543285900705424,0.0,24.0,49.0,72.0,99.0
pfp170,636.0,48.89622641509434,28.492053069230312,0.0,25.0,48.0,74.0,99.0
pfp171,636.0,49.227987421383645,28.487818693187172,0.0,24.0,49.0,73.0,99.0
pfp172,636.0,50.367924528301884,28.235229729725205,0.0,27.0,50.0,75.0,99.0
pfp173,636.0,49.97012578616352,29.651849470008223,0.0,23.0,51.0,76.0,99.0
pfp174,636.0,48.611635220125784,29.067097883502033,0.0,25.0,48.0,75.0,99.0
pfp175,636.0,48.569182389937104,28.7167529357513,0.0,24.0,47.0,73.25,99.0
pfp176,636.0,50.60849056603774,28.408868365573966,0.0,27.0,50.0,75.0,99.0
pfp177,636.0,49.589622641509436,29.377689630846614,0.0,23.0,50.0,76.0,99.0
pfp178,636.0,49.094339622641506,28.83540965201354,0.0,24.75,48.5,74.0,99.0
pfp179,636.0,50.2248427672956,28.255606299933007,0.0,26.0,52.0,74.25,99.0
pfp180,636.0,49.875786163522015,27.956185829841438,0.0,26.0,50.0,74.0,99.0
pfp181,636.0,49.50471698113208,28.262018859213054,0.0,25.0,49.0,74.0,99.0
pfp182,636.0,51.119496855345915,29.23623353917995,0.0,24.75,53.0,77.0,99.0
pfp183,636.0,48.943396226415096,28.637235885401775,0.0,24.0,49.0,74.0,99.0
pfp184,636.0,47.84119496855346,28.173952361013665,0.0,24.0,47.0,72.0,99.0
pfp185,636.0,49.132075471698116,28.982397744022496,0.0,24.0,48.0,75.0,99.0
pfp186,636.0,47.954402515723274,29.1994951329711,0.0,21.0,48.0,73.0,99.0
pfp187,636.0,51.132075471698116,29.514947651964963,0.0,24.0,54.0,77.0,99.0
pfp188,636.0,52.441823899371066,29.103909618698125,0.0,28.75,54.0,78.0,99.0
pfp189,636.0,50.333333333333336,28.986375657423626,0.0,26.0,50.0,76.0,99.0
pfp190,636.0,50.985849056603776,29.014329140933796,0.0,25.0,51.0,76.0,99.0
pfp191,636.0,48.575471698113205,28.909507940873876,0.0,23.0,48.0,74.0,99.0
pfp192,636.0,50.07861635220126,27.932823499132432,0.0,28.0,51.0,73.0,99.0
pfp193,636.0,49.9685534591195,28.537014810280645,0.0,25.0,51.0,74.0,99.0
pfp194,636.0,49.229559748427675,28.573168523825156,0.0,24.0,49.0,74.0,99.0
pfp195,636.0,49.312893081761004,28.22007813392113,0.0,26.0,50.0,72.25,99.0
pfp196,636.0,48.66352201257862,28.996279796968466,0.0,25.0,47.0,73.0,99.0
pfp197,636.0,49.617924528301884,28.031875996909413,0.0,26.0,49.5,74.0,99.0
pfp198,636.0,49.55974842767296,28.683851792208785,0.0,25.0,50.0,74.25,99.0
pfp199,636.0,49.424528301886795,29.10944261547187,0.0,24.0,48.0,76.0,99.0
