ID,dGoffset (kcal/mol),uncertainty (kcal/mol)
mobley_3414356,-1.1400000000000001,0.6007495318350236
mobley_3425174,-0.6,0.6003332407921453
mobley_3452749,-0.32999999999999996,0.6007495318350236
mobley_349850,0.20999999999999996,0.6007495318350236
mobley_3515580,-1.1900000000000004,0.1077032961426901
mobley_352111,1.9499999999999993,0.6013318551349163
mobley_3525176,-0.14,0.6003332407921453
mobley_3546460,-1.4000000000000004,0.6007495318350236
mobley_3572203,0.07000000000000028,0.6007495318350236
mobley_3573480,-0.10000000000000009,0.6007495318350236
mobley_3589456,-0.9499999999999997,0.6007495318350236
mobley_36119,-1.4,0.6007495318350236
mobley_3639400,-1.15,0.6003332407921453
mobley_3663158,-0.2599999999999998,0.6007495318350236
mobley_3682850,-0.7300000000000004,0.6007495318350236
mobley_3686115,-1.4899999999999998,0.20396078054371142
mobley_3690931,0.4700000000000002,0.6007495318350236
mobley_3709920,-0.94,0.6007495318350236
mobley_3715043,0.26000000000000023,0.6007495318350236
mobley_3727287,0.45999999999999996,0.20223748416156687
mobley_3738859,-0.9199999999999999,0.20223748416156687
mobley_3746675,-0.59,0.6007495318350236
mobley_3761215,-0.7,0.6003332407921453
mobley_3762186,-1.35,0.6003332407921453
mobley_3775790,-0.52,0.6003332407921453
mobley_3777264,-0.6400000000000006,0.6007495318350236
mobley_3802803,-0.05999999999999983,0.10198039027185571
mobley_3843583,0.5,0.6007495318350236
mobley_3867265,-0.29000000000000004,0.6003332407921453
mobley_3968043,-0.81,0.6003332407921453
mobley_3968739,1.0,0.6007495318350236
mobley_3969312,1.04,0.6007495318350236
mobley_397645,0.9599999999999995,0.6007495318350236
mobley_3976574,-1.8400000000000003,1.0007996802557444
mobley_3980099,-0.73,0.6007495318350236
mobley_3982371,0.7000000000000002,0.6003332407921453
mobley_3999471,-1.03,0.6003332407921453
mobley_4013838,-0.11000000000000032,0.6007495318350236
mobley_4035953,-0.8200000000000003,0.20223748416156687
mobley_4039055,-0.870000000000001,0.5508175741568165
mobley_4043951,-0.8499999999999999,0.6003332407921453
mobley_4043987,0.040000000000000036,0.6007495318350236
mobley_4059279,0.29000000000000004,0.6007495318350236
mobley_4149784,-0.3500000000000001,0.12649110640673517
mobley_4177472,-0.10999999999999988,0.6007495318350236
mobley_4188615,-1.1799999999999997,0.6007495318350236
mobley_4193752,-0.6600000000000001,0.6007495318350236
mobley_4218209,-0.46000000000000085,0.6007495318350236
mobley_4219614,-1.04,0.6007495318350236
mobley_4252724,0.42000000000000004,0.6007495318350236
mobley_4287564,-1.13,0.6007495318350236
mobley_4291494,-0.5199999999999996,0.6007495318350236
mobley_430089,-0.45999999999999996,0.6003332407921453
mobley_4305650,-1.3499999999999996,0.6003332407921453
mobley_4338603,-0.6999999999999993,1.2203687967167958
mobley_4364398,-0.25,0.6003332407921453
mobley_4371692,1.450000000000001,0.28442925306655786
mobley_4375719,-0.0900000000000003,0.6007495318350236
mobley_4395315,-1.6500000000000004,0.6007495318350236
mobley_4434915,-1.31,0.6000833275470999
mobley_4463913,3.04,0.6007495318350236
mobley_4465023,-2.33,0.6003332407921453
mobley_4479135,-0.3099999999999996,0.1077032961426901
mobley_4483973,-0.76,0.6003332407921453
mobley_4494568,-0.4999999999999999,0.6007495318350236
mobley_4506634,-0.32,0.6003332407921453
mobley_4553008,-0.8200000000000001,0.6007495318350236
mobley_4561957,-0.13000000000000034,0.6007495318350236
mobley_4584540,-1.15,0.6007495318350236
mobley_4587267,-5.460000000000001,0.33241540277189324
mobley_4603202,-1.9800000000000004,0.20396078054371142
mobley_4609460,0.33999999999999986,0.3026549190084311
mobley_4613090,0.3700000000000001,0.12369316876852982
mobley_4620651,-0.49999999999999956,0.6007495318350236
mobley_4630641,-1.7399999999999998,0.6007495318350236
mobley_4639255,-2.030000000000001,0.6007495318350236
mobley_4678740,1.4100000000000001,0.20223748416156687
mobley_4683624,0.0,0.6906518659932802
mobley_4687447,-2.4600000000000004,0.6007495318350236
mobley_468867,-1.5799999999999998,0.1077032961426901
mobley_4690963,-0.1200000000000001,0.6013318551349163
mobley_4694328,0.2799999999999998,0.6007495318350236
mobley_4699732,-1.0,0.6007495318350236
mobley_4715906,-0.10999999999999988,0.6007495318350236
mobley_4759887,0.04000000000000001,0.6007495318350236
mobley_4762983,-1.0999999999999999,0.6007495318350236
mobley_4780078,-1.0299999999999994,0.6007495318350236
mobley_4792268,2.8900000000000006,0.6007495318350236
mobley_4845722,-2.71,1.1606894502837526
mobley_4850657,1.3499999999999996,0.6003332407921453
mobley_486214,0.4299999999999997,0.1077032961426901
mobley_4883284,0.04999999999999982,0.6007495318350236
mobley_4884177,-1.63,0.6007495318350236
mobley_4893032,-1.37,0.6003332407921453
mobley_4924862,1.2800000000000002,0.6007495318350236
mobley_49274,-0.040000000000000036,0.6007495318350236
mobley_4934872,-0.03000000000000025,0.6013318551349163
mobley_4936555,0.8899999999999997,0.1077032961426901
mobley_4964807,-0.6299999999999999,0.1044030650891055
mobley_4983965,-1.76,0.6003332407921453
mobley_5003962,2.360000000000001,0.29274562336608895
mobley_5006685,-0.5,0.1726267650163207
mobley_5026370,-0.2599999999999998,0.6007495318350236
mobley_5052949,-1.92,0.6007495318350236
mobley_5056289,-1.3199999999999998,0.6003332407921453
mobley_5063386,1.0899999999999999,0.6029925372672534
mobley_5072416,0.6499999999999995,0.6007495318350236
mobley_5076071,1.8399999999999999,1.9304144632694813
mobley_5079234,-1.29,0.6007495318350236
mobley_5094777,0.29000000000000004,0.6007495318350236
mobley_5110043,0.2200000000000002,0.6007495318350236
mobley_511661,-1.4,0.2009975124224178
mobley_5123639,-0.8199999999999998,0.6007495318350236
mobley_5157661,-0.2400000000000002,0.2009975124224178
mobley_5200358,-0.16000000000000014,0.1118033988749895
mobley_5220185,0.35999999999999943,0.6007495318350236
mobley_525934,-0.9299999999999999,0.2009975124224178
mobley_5263791,0.56,0.6007495318350236
mobley_52782,0.5,0.1044030650891055
mobley_5282042,-0.08000000000000007,0.6020797289396148
mobley_5286200,-1.92,0.6007495318350236
mobley_5310099,-1.0499999999999998,0.6007495318350236
mobley_5311804,-1.4900000000000002,0.6007495318350236
mobley_5326154,0.9799999999999995,0.6007495318350236
mobley_5346580,0.1200000000000001,0.6007495318350236
mobley_5347550,-0.43000000000000016,0.6007495318350236
mobley_5371840,0.9499999999999997,0.1077032961426901
mobley_5390332,0.7199999999999998,0.6007495318350236
mobley_5393242,4.27,0.1392838827718412
mobley_5445548,0.37000000000000005,0.6007495318350236
mobley_5449201,-0.3700000000000001,0.2009975124224178
mobley_5456566,-3.74,1.0012492197250393
mobley_5467162,-0.3700000000000001,0.6007495318350236
mobley_5471704,0.8599999999999999,0.6007495318350236
mobley_547634,0.17000000000000037,0.6007495318350236
mobley_5494918,0.6200000000000001,0.6003332407921453
mobley_5499659,-2.13,0.6003332407921453
mobley_550662,-0.7199999999999998,0.6013318551349163
mobley_5510474,-1.04,0.14560219778561037
mobley_5518547,-0.08000000000000007,0.6007495318350236
mobley_5520946,-1.0499999999999998,0.6007495318350236
mobley_5538249,-1.0100000000000002,0.1077032961426901
mobley_5561855,-1.48,0.1077032961426901
mobley_5571660,0.3600000000000003,0.6007495318350236
mobley_5600967,-1.3900000000000006,0.6013318551349163
mobley_5616693,0.9900000000000002,0.25179356624028343
mobley_5627459,0.11000000000000032,0.6003332407921453
mobley_5631798,-0.27000000000000046,0.6000833275470999
mobley_5665561,0.5299999999999998,0.6007495318350236
mobley_5690766,-1.4800000000000002,0.6003332407921453
mobley_5692472,-1.2999999999999998,0.6003332407921453
mobley_5708811,-1.1999999999999993,1.9304144632694813
mobley_5732611,-2.0599999999999987,0.6007495318350236
mobley_5747188,-0.4500000000000002,0.6007495318350236
mobley_5747981,-0.29000000000000004,0.6013318551349163
mobley_5759258,-1.5200000000000005,0.6007495318350236
mobley_5760563,3.3100000000000005,0.6007495318350236
mobley_5816127,-1.9299999999999997,0.40112342240263166
mobley_5852491,-0.18999999999999995,0.6003332407921453
mobley_5857,-0.7299999999999995,0.6007495318350236
mobley_5880265,-2.4,0.6013318551349163
mobley_588781,0.060000000000000005,0.6013318551349163
mobley_5890803,0.010000000000000231,0.6007495318350236
mobley_590519,-0.6599999999999999,0.6007495318350236
mobley_5917842,-1.25,0.1077032961426901
mobley_5935995,0.009999999999999787,0.6007495318350236
mobley_5948990,0.29000000000000004,0.6007495318350236
mobley_5952846,-1.23,0.6003332407921453
mobley_5973402,-1.1799999999999997,0.6007495318350236
mobley_5977084,-1.5499999999999994,0.6007495318350236
mobley_6006813,-1.64,0.6007495318350236
mobley_6055410,-2.79,0.208806130178211
mobley_6060301,-1.1800000000000002,0.6007495318350236
mobley_6081058,-0.7200000000000002,0.6007495318350236
mobley_6082662,-0.40000000000000036,0.1044030650891055
mobley_6091882,-1.05,0.6000833275470999
mobley_6102880,-0.06000000000000005,0.6906518659932802
mobley_6115639,1.9400000000000013,0.1044030650891055
mobley_6175884,0.7400000000000002,0.6007495318350236
mobley_6190089,-1.84,0.1044030650891055
mobley_6195751,1.17,0.761051903617618
mobley_6198745,3.49,0.208806130178211
mobley_6201330,-0.41999999999999993,0.22360679774997896
mobley_6232400,0.3200000000000003,0.6007495318350236
mobley_6235784,-0.93,0.6003332407921453
mobley_6239320,3.700000000000003,0.2716615541441225
mobley_6248915,-1.06,0.6007495318350236
mobley_6250025,0.04,0.6007495318350236
mobley_6257907,-0.6800000000000006,0.6007495318350236
mobley_6266306,-1.6999999999999997,0.6003332407921453
mobley_627267,-0.79,0.6003332407921453
mobley_628086,-0.6400000000000001,0.6007495318350236
mobley_628951,-1.0499999999999998,0.12649110640673517
mobley_6303022,-1.5400000000000005,0.6007495318350236
mobley_632905,2.1799999999999997,0.6007495318350236
mobley_6334915,0.6799999999999997,1.9304144632694813
mobley_6338073,2.59,0.42190046219457966
mobley_6353617,-0.41999999999999993,0.6007495318350236
mobley_6358463,2.51,0.6007495318350236
mobley_6359135,-1.1099999999999999,0.6003332407921453
mobley_6359156,-0.56,0.1077032961426901
mobley_63712,-0.4099999999999997,0.6007495318350236
mobley_6416775,0.029999999999999805,0.6007495318350236
mobley_6430250,-0.020000000000000018,0.6007495318350236
mobley_6456034,0.8900000000000001,0.6007495318350236
mobley_646007,-1.2000000000000002,0.6003332407921453
mobley_6474572,-1.75,0.6003332407921453
mobley_6497672,-0.8799999999999999,0.6003332407921453
mobley_6522117,1.959999999999999,1.3709121051329294
mobley_6571751,-0.67,0.6007495318350236
mobley_6619554,0.6199999999999997,0.6007495318350236
mobley_6620221,1.5200000000000014,0.3026549190084311
mobley_6632459,-0.28000000000000025,0.6003332407921453
mobley_664966,-0.6100000000000003,0.6003332407921453
mobley_667278,-3.5900000000000003,0.1077032961426901
mobley_6688723,-0.45999999999999996,0.382099463490856
mobley_6714389,-0.9699999999999998,0.6003332407921453
mobley_6727159,-1.5,0.1044030650891055
mobley_6733657,-0.20999999999999996,0.1077032961426901
mobley_6743808,-1.0300000000000002,0.6007495318350236
mobley_676247,0.6299999999999999,0.6003332407921453
mobley_6794076,-0.04999999999999982,0.6007495318350236
mobley_6804509,-1.3800000000000001,0.6007495318350236
mobley_6812653,-0.3700000000000001,0.6007495318350236
mobley_6843802,1.75,0.6013318551349163
mobley_6854178,1.5699999999999998,0.6007495318350236
mobley_6861308,2.6799999999999997,1.9304144632694813
mobley_6896128,-0.05999999999999961,0.6007495318350236
mobley_6911232,-1.3900000000000001,0.6003332407921453
mobley_6917738,-1.5199999999999996,0.6007495318350236
mobley_6929123,-0.18000000000000016,0.6003332407921453
mobley_6935906,0.46999999999999975,0.8509406559801923
mobley_6973347,0.81,0.6007495318350236
mobley_6978427,1.08,0.6007495318350236
mobley_6981465,0.73,0.6007495318350236
mobley_6988468,-1.02,0.6007495318350236
mobley_7009711,-0.8299999999999992,0.6007495318350236
mobley_7010316,-1.2800000000000002,0.6007495318350236
mobley_7015518,-1.06,0.6003332407921453
mobley_7017274,1.38,0.6007495318350236
mobley_7039935,-0.5300000000000002,0.6007495318350236
mobley_7047032,0.2600000000000001,0.6003332407921453
mobley_7066554,-1.6600000000000001,0.6007495318350236
mobley_7099614,-1.5099999999999998,0.6003332407921453
mobley_7106722,-0.30000000000000027,0.6007495318350236
mobley_7142697,-1.2599999999999998,0.6007495318350236
mobley_7150646,-1.2099999999999997,0.6007495318350236
mobley_7157427,-1.18,0.6007495318350236
mobley_7176248,-1.23,0.1077032961426901
mobley_7176290,-1.7299999999999995,0.6007495318350236
mobley_718988,-1.2400000000000002,0.6007495318350236
mobley_7200804,-1.94,0.6013318551349163
mobley_7203421,-1.2100000000000009,0.6007495318350236
mobley_7227357,-1.5599999999999996,0.6007495318350236
mobley_7239499,0.9499999999999997,0.1077032961426901
mobley_7261305,-2.790000000000001,0.6003332407921453
mobley_7295828,-0.13000000000000034,0.6007495318350236
mobley_7298388,-0.17000000000000037,0.6007495318350236
mobley_7326706,4.579999999999999,0.215870331449229
mobley_7326982,-1.31,0.6003332407921453
mobley_7360181,1.5199999999999998,0.20223748416156687
mobley_7364468,-1.0899999999999999,1.3703284277865653
mobley_7375018,0.050000000000000266,0.6013318551349163
mobley_7378987,4.98,0.7410802925459562
mobley_7393673,1.13,0.6007495318350236
mobley_7415647,-1.9100000000000001,0.6013318551349163
mobley_7417968,0.4400000000000004,0.1044030650891055
mobley_7455579,1.2399999999999998,0.6007495318350236
mobley_7463408,1.63,1.9304144632694813
mobley_7463799,-1.1500000000000004,0.6013318551349163
mobley_7497999,0.5,0.6007495318350236
mobley_7532833,-1.0899999999999999,0.6003332407921453
mobley_7542832,-1.16,0.6007495318350236
mobley_755351,-0.08999999999999986,0.6007495318350236
mobley_7573149,0.7000000000000002,0.6007495318350236
mobley_7578802,-1.5999999999999999,0.6003332407921453
mobley_7599023,-0.51,0.6007495318350236
mobley_7608435,1.0,0.6013318551349163
mobley_7608462,-0.6500000000000001,0.6003332407921453
mobley_7610437,-1.46,0.6007495318350236
mobley_766666,-1.26,0.6003332407921453
mobley_7676709,-0.6799999999999997,0.1044030650891055
mobley_7688753,-0.15000000000000036,1.900236827345476
mobley_7690440,-1.74,0.6003332407921453
mobley_7708038,-1.1400000000000001,0.6003332407921453
mobley_7732703,0.22999999999999998,0.6003332407921453
mobley_7735340,-1.660000000000001,0.6003332407921453
mobley_7754849,4.540000000000001,1.3709121051329294
mobley_7758918,2.63,0.6007495318350236
mobley_7768165,-1.15,0.6003332407921453
mobley_7769613,0.39999999999999997,0.6003332407921453
mobley_7774695,1.0299999999999994,0.6007495318350236
mobley_778352,-0.96,0.6003332407921453
mobley_7794077,1.8900000000000006,0.16278820596099708
mobley_7814642,-1.0,0.6007495318350236
mobley_7829570,-1.21,1.9306475597581243
mobley_7859387,0.03000000000000025,0.6007495318350236
mobley_7860938,-1.1600000000000001,0.6007495318350236
mobley_7869158,0.040000000000000036,0.1044030650891055
mobley_7893124,0.36000000000000004,0.6007495318350236
mobley_7912193,0.049999999999998934,0.27294688127912364
mobley_7913234,-1.8400000000000003,0.15524174696260024
mobley_7943327,0.54,0.6007495318350236
mobley_7977115,-1.4799999999999995,0.6007495318350236
mobley_7983227,-1.42,0.6007495318350236
mobley_7988076,1.2200000000000006,0.6007495318350236
mobley_8006582,-0.44999999999999996,0.6003332407921453
mobley_8011706,-0.8799999999999999,0.6003332407921453
mobley_8048190,-0.8900000000000006,0.6003332407921453
mobley_8052240,2.7700000000000014,0.7410802925459562
mobley_8057732,-1.6000000000000005,0.6007495318350236
mobley_8117218,0.35999999999999943,0.1077032961426901
mobley_8118832,-1.7400000000000002,0.6003332407921453
mobley_8124669,-1.3600000000000012,0.2942787793912432
mobley_8127829,-0.18000000000000005,0.6007495318350236
mobley_819018,-1.9300000000000002,0.2433105012119288
mobley_8191186,-0.17,0.6003332407921453
mobley_8207196,0.6899999999999995,0.1077032961426901
mobley_820789,3.08,0.6007495318350236
mobley_8208692,-4.57,0.25495097567963926
mobley_8221999,-1.35,0.6003332407921453
mobley_8260524,-0.55,0.6003332407921453
mobley_8311303,-3.6799999999999997,0.22360679774997896
mobley_8311321,-0.43,0.6003332407921453
mobley_8320545,-1.8699999999999999,0.6003332407921453
mobley_8337722,0.1499999999999999,0.28284271247461906
mobley_8337977,0.07000000000000028,0.6007495318350236
mobley_8426916,-1.08,0.6007495318350236
mobley_8427539,-1.0899999999999999,0.2009975124224178
mobley_8436428,0.07000000000000028,0.6007495318350236
mobley_8449031,-1.2600000000000002,0.6007495318350236
mobley_8467917,-1.0999999999999999,0.6007495318350236
mobley_8492526,-0.09999999999999964,0.6007495318350236
mobley_8514745,0.050000000000000266,0.6007495318350236
mobley_8522124,-0.12,0.6007495318350236
mobley_8525830,-0.030000000000000013,0.6007495318350236
mobley_852937,-1.2300000000000004,0.6007495318350236
mobley_8558116,-0.5500000000000007,0.6007495318350236
mobley_8573194,-0.14000000000000012,0.6003332407921453
mobley_8578590,-1.0399999999999991,0.5703507692639679
mobley_859464,0.54,0.6007495318350236
mobley_8614858,-0.25,0.6007495318350236
mobley_8668219,-0.10000000000000009,0.6007495318350236
